id,umap_x,umap_y,target,framework,hallucination_category,hallucination_subcategory,subject
SmolAgents/001,8.517515,6.122702,0,SmolAgents,Planning Hallucination,Fact Derive,Math
SmolAgents/002,1.9443014,9.563563,0,SmolAgents,Reasoning Hallucination,Science Reasoning,Science
SmolAgents/003,9.562693,9.9106655,0,SmolAgents,Planning Hallucination,Fact Derive,Math
SmolAgents/004,9.422888,9.774604,1,SmolAgents,,,General Assistant
SmolAgents/005,11.17565,8.038571,1,SmolAgents,,,Science
SmolAgents/006,0.9659377,9.489573,0,SmolAgents,Retrieval Hallucination,Query Misalign,General Assistant
SmolAgents/007,9.280701,10.720318,1,SmolAgents,,,General Assistant
SmolAgents/008,8.83848,6.2695336,0,SmolAgents,Reasoning Hallucination,Math Reasoning,Math
SmolAgents/009,2.1223865,9.804111,0,SmolAgents,Reasoning Hallucination,General Reasoning,General Assistant
SmolAgents/010,8.700879,9.421557,1,SmolAgents,,,World Knowledge
SmolAgents/011,9.889874,6.8190165,1,SmolAgents,,,General Assistant
SmolAgents/012,9.874187,6.7476673,0,SmolAgents,Planning Hallucination,Task Decompose,General Assistant
SmolAgents/013,8.532076,6.728915,1,SmolAgents,,,General Assistant
SmolAgents/014,10.7797785,7.738915,0,SmolAgents,Planning Hallucination,Fact Derive,World Knowledge
SmolAgents/015,9.211185,11.971341,0,SmolAgents,Retrieval Hallucination,Query Misalign,General Assistant
SmolAgents/016,8.108826,6.4941406,1,SmolAgents,,,Math
SmolAgents/017,8.975195,5.9304194,0,SmolAgents,Retrieval Hallucination,Context Misalign,Science
SmolAgents/018,10.914937,8.6654215,0,SmolAgents,Reasoning Hallucination,Math Reasoning,Math
SmolAgents/019,1.719653,8.750463,1,SmolAgents,,,Science
SmolAgents/020,11.401372,8.803895,0,SmolAgents,Retrieval Hallucination,Query Misalign,General Assistant
SmolAgents/021,9.195852,8.192548,0,SmolAgents,Planning Hallucination,Task Decompose,Science
SmolAgents/022,10.860659,5.992963,0,SmolAgents,Planning Hallucination,Fact Derive,Science
SmolAgents/023,10.044572,6.0541143,0,SmolAgents,Planning Hallucination,Fact Derive,Math
SmolAgents/024,2.8521621,10.744651,0,SmolAgents,Retrieval Hallucination,Context Misalign,World Knowledge
SmolAgents/025,9.632266,6.612795,0,SmolAgents,Reasoning Hallucination,General Reasoning,General Assistant
SmolAgents/026,10.173211,6.0190043,0,SmolAgents,Retrieval Hallucination,Context Misalign,Science
SmolAgents/027,10.848693,5.9986396,0,SmolAgents,Reasoning Hallucination,Factual Reasoning,World Knowledge
SmolAgents/028,9.597804,5.6510787,0,SmolAgents,Planning Hallucination,Fact Derive,Math
SmolAgents/029,10.871176,6.0656276,1,SmolAgents,,,Math
SmolAgents/030,9.163477,8.92237,1,SmolAgents,,,General Assistant
SmolAgents/031,8.359117,6.9898148,0,SmolAgents,Retrieval Hallucination,Context Misalign,General Assistant
SmolAgents/032,8.762194,6.4885125,0,SmolAgents,Reasoning Hallucination,General Reasoning,General Assistant
SmolAgents/033,2.582475,7.770748,0,SmolAgents,Planning Hallucination,Fact Derive,Math
SmolAgents/034,10.929368,7.680801,0,SmolAgents,Retrieval Hallucination,Query Misalign,World Knowledge
SmolAgents/035,1.7675753,10.595283,1,SmolAgents,,,General Assistant
SmolAgents/036,3.3466153,10.111446,0,SmolAgents,Retrieval Hallucination,Context Misalign,Science
SmolAgents/037,3.0444577,7.9377728,0,SmolAgents,Retrieval Hallucination,Query Misalign,World Knowledge
SmolAgents/038,9.991605,6.7669096,1,SmolAgents,,,World Knowledge
SmolAgents/039,9.551612,5.657266,0,SmolAgents,Reasoning Hallucination,Science Reasoning,Science
SmolAgents/040,10.997306,7.5947065,0,SmolAgents,Planning Hallucination,Fact Derive,Math
SmolAgents/041,8.920179,10.780449,1,SmolAgents,,,Math
SmolAgents/042,10.097678,9.126668,1,SmolAgents,,,Math
SmolAgents/043,10.245803,7.713803,0,SmolAgents,Retrieval Hallucination,Context Misalign,World Knowledge
SmolAgents/044,11.100747,8.079777,1,SmolAgents,,,World Knowledge
SmolAgents/045,10.751081,6.306995,0,SmolAgents,Retrieval Hallucination,Query Misalign,World Knowledge
SmolAgents/046,10.109713,6.585045,0,SmolAgents,Reasoning Hallucination,Math Reasoning,Math
SmolAgents/047,11.031051,8.675182,0,SmolAgents,Reasoning Hallucination,Math Reasoning,Math
SmolAgents/048,11.336775,8.314679,0,SmolAgents,Reasoning Hallucination,Math Reasoning,Math
SmolAgents/049,10.649009,6.7319226,0,SmolAgents,Planning Hallucination,Fact Derive,Math
SmolAgents/050,8.725356,7.1824183,0,SmolAgents,Reasoning Hallucination,Math Reasoning,Math
SmolAgents/051,8.342263,6.447499,0,SmolAgents,Reasoning Hallucination,Math Reasoning,Math
SmolAgents/052,11.575649,8.374689,1,SmolAgents,,,Science
SmolAgents/053,8.004013,7.5608764,0,SmolAgents,Retrieval Hallucination,Query Misalign,Science
SmolAgents/054,9.787369,6.6900115,0,SmolAgents,Planning Hallucination,Task Decompose,World Knowledge
SmolAgents/055,10.192366,7.8657928,0,SmolAgents,Planning Hallucination,Task Decompose,World Knowledge
SmolAgents/056,10.865217,6.7819824,0,SmolAgents,Planning Hallucination,Task Decompose,World Knowledge
SmolAgents/057,9.478812,6.3764143,1,SmolAgents,,,World Knowledge
SmolAgents/058,9.505965,5.713393,0,SmolAgents,Planning Hallucination,Task Decompose,World Knowledge
SmolAgents/059,11.526952,8.39687,0,SmolAgents,Retrieval Hallucination,Query Misalign,World Knowledge
SmolAgents/060,9.542967,5.710649,0,SmolAgents,Planning Hallucination,Task Decompose,World Knowledge
SmolAgents/061,9.783091,7.4763074,0,SmolAgents,Planning Hallucination,Task Decompose,World Knowledge
SmolAgents/062,9.010002,5.9639835,1,SmolAgents,,,World Knowledge
SmolAgents/063,8.670534,6.0497627,1,SmolAgents,,,World Knowledge
SmolAgents/064,8.661992,6.208594,1,SmolAgents,,,World Knowledge
SmolAgents/065,8.954971,5.9493732,1,SmolAgents,,,World Knowledge
SmolAgents/066,8.36182,7.8618817,0,SmolAgents,Retrieval Hallucination,Query Misalign,World Knowledge
SmolAgents/067,9.486751,6.55555,1,SmolAgents,,,World Knowledge
SmolAgents/068,11.396773,8.157696,0,SmolAgents,Retrieval Hallucination,Query Misalign,World Knowledge
SmolAgents/069,10.290094,5.557481,1,SmolAgents,,,World Knowledge
SmolAgents/070,0.85931444,9.056936,1,SmolAgents,,,World Knowledge
SmolAgents/071,9.238028,9.434787,1,SmolAgents,,,Science
SmolAgents/072,9.357042,9.724013,0,SmolAgents,Planning Hallucination,Fact Derive,Science
SmolAgents/073,8.722489,5.98424,1,SmolAgents,,,Science
SmolAgents/074,2.6906505,10.738347,1,SmolAgents,,,Science
SmolAgents/075,10.232702,5.362263,1,SmolAgents,,,Science
SmolAgents/076,9.408296,10.29708,0,SmolAgents,Reasoning Hallucination,Science Reasoning,Science
SmolAgents/077,9.911856,6.652387,0,SmolAgents,Planning Hallucination,Fact Derive,Science
SmolAgents/078,1.8962983,8.714599,0,SmolAgents,Planning Hallucination,Fact Derive,Science
SmolAgents/079,10.2189,8.98042,0,SmolAgents,Planning Hallucination,Task Decompose,Science
SmolAgents/080,10.192213,5.3753643,0,SmolAgents,Planning Hallucination,Task Decompose,Math
SmolAgents/081,3.347276,10.166013,0,SmolAgents,Planning Hallucination,Task Decompose,Math
SmolAgents/082,8.582284,6.142922,1,SmolAgents,,,Math
SmolAgents/083,10.014801,6.367481,0,SmolAgents,Planning Hallucination,Task Decompose,Math
SmolAgents/084,9.643021,6.534261,0,SmolAgents,Planning Hallucination,Task Decompose,Math
SmolAgents/085,8.543205,6.0976458,0,SmolAgents,Reasoning Hallucination,Math Reasoning,Math
SmolAgents/086,0.7223198,8.840669,1,SmolAgents,,,Math
SmolAgents/087,8.6977,6.5361266,1,SmolAgents,,,Math
SmolAgents/088,10.185043,6.299232,1,SmolAgents,,,Math
SmolAgents/089,10.623704,8.172888,0,SmolAgents,Reasoning Hallucination,Math Reasoning,Math
SmolAgents/090,0.7773254,9.075312,1,SmolAgents,,,Math
