id,fold,subject,true_type,pred_type,correct,prob_Human-Interaction Hallucination,prob_Planning Hallucination,prob_Reasoning Hallucination,prob_Retrieval Hallucination,prob_Tool-Use Hallucination
OpenManus/022,2,Math,Reasoning Hallucination,Reasoning Hallucination,1,0.20332409199072946,0.32971373776755486,0.46616865348888925,0.0007918987982366202,1.6179545898229913e-06
OpenManus/023,4,Math,Reasoning Hallucination,Reasoning Hallucination,1,0.13386223923825166,0.03313122997744979,0.6804111493821017,0.15259528748495652,9.391724031842487e-08
OpenManus/025,2,World Knowledge,Retrieval Hallucination,Human-Interaction Hallucination,0,0.5460743105503154,0.004148627598030875,0.10051111397818804,0.34772378733423925,0.0015421605392264056
OpenManus/026,1,World Knowledge,Human-Interaction Hallucination,Planning Hallucination,0,0.013789593091927062,0.42223736079610774,0.19115012967413303,0.3700404928468369,0.002782423590995237
OpenManus/027,1,World Knowledge,Human-Interaction Hallucination,Retrieval Hallucination,0,0.02565819577634769,0.3330411455399874,0.11795544630411811,0.5194654730822762,0.0038797392972705386
OpenManus/029,3,World Knowledge,Retrieval Hallucination,Retrieval Hallucination,1,0.3369232553046481,0.2418419531697094,0.032757542265697846,0.3858008624856095,0.0026763867743351496
OpenManus/030,1,World Knowledge,Human-Interaction Hallucination,Planning Hallucination,0,0.24704276374034034,0.42757314161393767,0.019415706890157695,0.2070623484939141,0.09890603926165013
OpenManus/031,4,World Knowledge,Human-Interaction Hallucination,Retrieval Hallucination,0,0.05873135336144115,0.09190178984810932,0.05005723685351294,0.7484605704241482,0.050849049512788486
OpenManus/032,4,World Knowledge,Retrieval Hallucination,Human-Interaction Hallucination,0,0.6548149870086983,0.018093507504850868,0.016387139454531022,0.3102478948646841,0.00045647116723579554
OpenManus/033,1,World Knowledge,Retrieval Hallucination,Human-Interaction Hallucination,0,0.6716840088862729,0.07052565429934425,0.021052238161556845,0.17997061515152493,0.05676748350130109
OpenManus/036,3,Science,Reasoning Hallucination,Reasoning Hallucination,1,0.059797551123811236,0.050813954675458545,0.8890723485730808,0.0002758185887761584,4.0327038873338375e-05
OpenManus/038,3,Science,Reasoning Hallucination,Human-Interaction Hallucination,0,0.7869505660156624,0.000551755816213272,0.14763945615395305,0.06485818718889814,3.482527309954082e-08
OpenManus/039,1,Science,Reasoning Hallucination,Human-Interaction Hallucination,0,0.6310323450819737,0.06672883570633882,0.01818140768269036,0.28405636506740856,1.0464615886791754e-06
OpenManus/040,1,Science,Reasoning Hallucination,Planning Hallucination,0,0.26967533103538993,0.5880422990071266,0.07839836622389212,0.06372024276620408,0.000163760967387415
OpenManus/041,3,Science,Reasoning Hallucination,Planning Hallucination,0,0.008362332463720252,0.5313221648354634,0.45035776232760216,0.009956861977860401,8.783953538768133e-07
OpenManus/043,2,Science,Reasoning Hallucination,Reasoning Hallucination,1,0.3477457488390884,0.0680809601778655,0.3955290775669673,0.18862023671329733,2.397670278141889e-05
OpenManus/044,0,Science,Human-Interaction Hallucination,Reasoning Hallucination,0,0.10446443782716773,0.1571446102959697,0.7251675764097235,0.013218068818221398,5.306648917750465e-06
OpenManus/045,0,Science,Reasoning Hallucination,Human-Interaction Hallucination,0,0.6421943899387551,0.0025968570022307075,0.26911938517713146,0.08502287079747527,0.0010664970844073054
OpenManus/046,2,Science,Human-Interaction Hallucination,Reasoning Hallucination,0,0.27851777927258,0.016162534857382796,0.5539874550151345,0.15133129248031124,9.383745915869983e-07
OpenManus/047,2,World Knowledge,Retrieval Hallucination,Reasoning Hallucination,0,0.19702209353998082,0.26509125112348736,0.26526408305362714,0.2545515159465294,0.01807105633637534
OpenManus/050,3,World Knowledge,Retrieval Hallucination,Reasoning Hallucination,0,0.08347771538513388,0.0869346715460585,0.3728066816472888,0.18372266951890667,0.27305826190261223
OpenManus/052,1,World Knowledge,Human-Interaction Hallucination,Retrieval Hallucination,0,0.12230429425079896,0.20932891749418175,0.1979758345628684,0.4643175834768638,0.006073370215287119
OpenManus/053,2,World Knowledge,Human-Interaction Hallucination,Human-Interaction Hallucination,1,0.5687588981967989,0.04369578354963329,0.01573004758493921,0.3645087668574417,0.007306503811186826
OpenManus/054,3,World Knowledge,Retrieval Hallucination,Human-Interaction Hallucination,0,0.520143554367797,0.23577864475640092,0.13467881710373508,0.1082722001935848,0.0011267835784822702
OpenManus/055,1,World Knowledge,Retrieval Hallucination,Human-Interaction Hallucination,0,0.5541270569240418,0.04076963477517723,0.08502209143600101,0.29897184537103383,0.02110937149374603
OpenManus/056,2,World Knowledge,Human-Interaction Hallucination,Reasoning Hallucination,0,0.3073396508769654,0.18593245838851075,0.5020616713696061,0.0021757536044694093,0.002490465760448361
OpenManus/057,3,World Knowledge,Retrieval Hallucination,Human-Interaction Hallucination,0,0.5152280190272911,0.1438887606782816,0.19740966903922574,0.07893975518729006,0.0645337960679114
OpenManus/058,4,World Knowledge,Human-Interaction Hallucination,Reasoning Hallucination,0,0.20089440897993138,0.01653899529965223,0.521860714512411,0.2604049210378223,0.0003009601701829803
OpenManus/059,3,World Knowledge,Retrieval Hallucination,Retrieval Hallucination,1,0.20196389355972197,0.010355021294409093,0.08265558590845928,0.5856158256682257,0.11940967356918386
OpenManus/060,0,World Knowledge,Retrieval Hallucination,Human-Interaction Hallucination,0,0.505457831881567,0.1768292995667082,0.09306486719483048,0.16792582769106446,0.05672217366582975
OpenManus/063,4,World Knowledge,Retrieval Hallucination,Retrieval Hallucination,1,0.2591202096706035,0.06842862499090739,0.11299887172669386,0.5210318975338883,0.038420396077906975
OpenManus/064,2,World Knowledge,Human-Interaction Hallucination,Planning Hallucination,0,0.047802094661287965,0.5475695948937288,0.1234689085230255,0.2802934239730711,0.0008659779488865367
OpenManus/065,0,World Knowledge,Human-Interaction Hallucination,Planning Hallucination,0,0.06505163745350591,0.6085375095530146,0.23074602083345902,0.03327240623902289,0.062392425920997724
OpenManus/066,4,World Knowledge,Human-Interaction Hallucination,Reasoning Hallucination,0,0.14547270959608394,0.023503737993433724,0.6250982554525356,0.20555204480081513,0.000373252157131424
OpenManus/067,3,World Knowledge,Human-Interaction Hallucination,Retrieval Hallucination,0,0.0755576415671749,0.17969407210257843,0.14355698783852872,0.5869471160089617,0.014244182482756412
OpenManus/068,4,World Knowledge,Retrieval Hallucination,Retrieval Hallucination,1,0.01216637695234981,0.0028647426210314953,0.0014173133298978262,0.9783634415620199,0.005188125534701087
OpenManus/070,0,World Knowledge,Retrieval Hallucination,Retrieval Hallucination,1,0.313320167112762,0.145763052068885,0.09738504346907056,0.42416310112121397,0.019368636228068458
OpenManus/071,0,World Knowledge,Retrieval Hallucination,Retrieval Hallucination,1,0.12436590376662324,0.25242338449922985,0.12697652632587875,0.4668516461934887,0.02938253921477942
OpenManus/072,0,World Knowledge,Retrieval Hallucination,Retrieval Hallucination,1,0.30701732036760276,0.03310498672708494,0.09177674985432045,0.5647323693322331,0.003368573718758737
OpenManus/073,0,World Knowledge,Retrieval Hallucination,Retrieval Hallucination,1,0.34487077031019253,0.053806875437885884,0.037017300302191844,0.5641412851010809,0.00016376884864893043
OpenManus/074,3,Science,Human-Interaction Hallucination,Retrieval Hallucination,0,0.039467735958760866,0.04919434083036767,0.0794456661977033,0.8318901104790943,2.146534073899025e-06
OpenManus/075,4,Science,Human-Interaction Hallucination,Reasoning Hallucination,0,0.11666731652405614,0.06564034592263628,0.8056390231639127,0.012053275718120145,3.8671274777358436e-08
OpenManus/076,1,Science,Human-Interaction Hallucination,Planning Hallucination,0,0.23157472610136376,0.48209548760095217,0.040662898588907384,0.2456647814373171,2.1062714595922916e-06
OpenManus/077,1,Science,Human-Interaction Hallucination,Planning Hallucination,0,0.16794641868899277,0.630148242550768,0.18796028549989932,0.013945030813399779,2.2446940030682875e-08
OpenManus/078,2,Science,Human-Interaction Hallucination,Retrieval Hallucination,0,0.05190138184172349,0.05385894454294474,0.11688466057706241,0.7773100129210968,4.500011717267093e-05
OpenManus/079,1,Science,Human-Interaction Hallucination,Retrieval Hallucination,0,0.05727006503634174,0.2865829840072016,0.1893862421883846,0.45098326047416504,0.01577744829390681
OpenManus/081,2,Science,Reasoning Hallucination,Reasoning Hallucination,1,0.10639076883032016,0.017860834544614,0.8757256266703304,1.8165247055519658e-05,4.6047076799727815e-06
OpenManus/082,0,Science,Human-Interaction Hallucination,Human-Interaction Hallucination,1,0.9302395068406593,0.05732176938174232,0.0012057039776855467,0.011215982865057829,1.703693485512004e-05
OpenManus/083,1,Science,Human-Interaction Hallucination,Human-Interaction Hallucination,1,0.8174498815889752,0.05502397941549524,0.023561109943877414,0.1032190856743263,0.0007459433773259193
OpenManus/084,4,Science,Human-Interaction Hallucination,Planning Hallucination,0,0.031241645711136763,0.4786225097726906,0.03182458361634004,0.45819503517544413,0.00011622572438863353
OpenManus/085,0,Science,Human-Interaction Hallucination,Planning Hallucination,0,0.3486144409937713,0.4113966606509781,0.0340150419796383,0.20597379473315564,6.164245662898226e-08
OpenManus/086,3,Science,Human-Interaction Hallucination,Reasoning Hallucination,0,2.239399780577654e-05,2.3930654012052515e-05,0.9999536753442657,3.916533952598241e-12,3.482010328834572e-17
OpenManus/087,0,Science,Human-Interaction Hallucination,Reasoning Hallucination,0,0.30555347174672026,0.08525605905585044,0.5837303490678333,0.025391462999444243,6.865713015160148e-05
OpenManus/088,2,Science,Human-Interaction Hallucination,Reasoning Hallucination,0,0.05578654677409873,0.04413753021004371,0.8202561968863481,0.07981968278021923,4.334929023949281e-08
OpenManus/089,1,Science,Human-Interaction Hallucination,Planning Hallucination,0,0.07946230597869121,0.7681959501707932,0.025089848540319534,0.12724932864609467,2.5666641012660565e-06
OpenManus/090,3,Science,Human-Interaction Hallucination,Reasoning Hallucination,0,0.26929125639097434,0.11616158991868039,0.5888620967793738,0.025635960806987157,4.90961039843914e-05
OpenManus/091,4,Science,Reasoning Hallucination,Planning Hallucination,0,0.034559268908664904,0.48629121200859393,0.08722812181031536,0.3918933817458235,2.80155266023753e-05
OpenManus/092,4,Science,Human-Interaction Hallucination,Human-Interaction Hallucination,1,0.9503838270961817,0.00726581352157162,0.013115397927251093,0.02915782431800531,7.713713699012854e-05
OpenManus/093,0,Science,Human-Interaction Hallucination,Human-Interaction Hallucination,1,0.6266878174101186,0.018636194592017145,0.3534025745689364,0.001239026374895841,3.438705403206846e-05
OpenManus/094,1,Math,Human-Interaction Hallucination,Human-Interaction Hallucination,1,0.6520774675700205,0.311183023877136,0.01976403136326351,0.016975265930281744,2.1125929815765586e-07
OpenManus/096,2,Math,Human-Interaction Hallucination,Retrieval Hallucination,0,0.06955045028080147,0.21435731888460482,0.07388944731566965,0.6207837364683055,0.02141904705061848
OpenManus/097,1,Math,Human-Interaction Hallucination,Human-Interaction Hallucination,1,0.5011589049721539,0.12293737700573341,0.21144782765523473,0.15160670530469694,0.01284918506218108
OpenManus/098,3,Math,Human-Interaction Hallucination,Human-Interaction Hallucination,1,0.6074472397044718,0.047995192950226355,0.09046324176939319,0.25392648662207085,0.0001678389538380022
OpenManus/100,3,Math,Human-Interaction Hallucination,Reasoning Hallucination,0,0.009117459211285471,0.33818646886862996,0.5144643147659698,0.13815411403167793,7.764312243691446e-05
OpenManus/101,4,Math,Human-Interaction Hallucination,Retrieval Hallucination,0,0.02037210902371036,0.30427630935894273,0.13650677548492532,0.5388348387507095,9.967381712052808e-06
OpenManus/102,2,Math,Human-Interaction Hallucination,Human-Interaction Hallucination,1,0.6421768350350519,0.0010891406469445558,0.08979638698749685,0.26687565219071574,6.198513979112662e-05
OpenManus/103,4,Math,Human-Interaction Hallucination,Planning Hallucination,0,0.11616644757718715,0.5309332620670092,0.15450585971101996,0.18922612339038958,0.009168307254394081
SmolAgents/001,0,Math,Planning Hallucination,Reasoning Hallucination,0,0.07512518437798807,0.04524723512812302,0.5681179358159917,0.30691808598965914,0.004591558688237954
SmolAgents/002,1,Science,Reasoning Hallucination,Reasoning Hallucination,1,0.18860758509978626,0.06481197049639974,0.4380171046911054,0.308267898521961,0.00029544119074756246
SmolAgents/003,1,Math,Planning Hallucination,Planning Hallucination,1,0.04497739275330411,0.42603980537054237,0.4221131155511102,0.09770529638318448,0.009164389941858768
SmolAgents/006,1,General Assistant,Retrieval Hallucination,Reasoning Hallucination,0,0.1077427382256509,0.29913592167827174,0.39065217874285807,0.20246135491152678,7.80644169279144e-06
SmolAgents/008,0,Math,Reasoning Hallucination,Retrieval Hallucination,0,0.08293858394221976,0.15472285079072912,0.3298253158127859,0.3590665404612368,0.07344670899302841
SmolAgents/009,3,General Assistant,Reasoning Hallucination,Planning Hallucination,0,0.14425635381771393,0.47396277735843173,0.16474748907171086,0.2168258652579466,0.00020751449419673955
SmolAgents/012,1,General Assistant,Planning Hallucination,Planning Hallucination,1,0.063411492871017,0.45241501992536753,0.21345272084828934,0.2674439832539315,0.0032767831013948284
SmolAgents/014,3,World Knowledge,Planning Hallucination,Planning Hallucination,1,0.1545876834274141,0.4553164692514823,0.044619264213652,0.3351979605080373,0.010278622599414205
SmolAgents/015,2,General Assistant,Retrieval Hallucination,Reasoning Hallucination,0,0.014641210757719262,0.006208301796840899,0.699769018029023,0.2643077494587404,0.01507371995767644
SmolAgents/017,1,Science,Retrieval Hallucination,Planning Hallucination,0,0.02396206356711551,0.48784578067444356,0.21502585453305365,0.258872698417408,0.014293602807979313
SmolAgents/018,3,Math,Reasoning Hallucination,Retrieval Hallucination,0,0.047490838052776464,0.313623268757186,0.11003541701164057,0.49512568805038293,0.033724788128014035
SmolAgents/020,0,General Assistant,Retrieval Hallucination,Planning Hallucination,0,0.0756382038670767,0.35674125152941905,0.30222274683057104,0.258265555939241,0.007132241833692105
SmolAgents/021,0,Science,Planning Hallucination,Retrieval Hallucination,0,0.06067976079518973,0.07872558852040817,0.1552975916434183,0.37073422360501146,0.3345628354359723
SmolAgents/022,0,Science,Planning Hallucination,Human-Interaction Hallucination,0,0.4304962740065815,0.19890751381728775,0.05562457405061654,0.31496624412882496,5.393996689022378e-06
SmolAgents/023,1,Math,Planning Hallucination,Reasoning Hallucination,0,0.055931621722081735,0.2502092937771821,0.4967262818269983,0.17014739870565979,0.02698540396807802
SmolAgents/024,4,World Knowledge,Retrieval Hallucination,Planning Hallucination,0,0.009997086340283871,0.5504048083098879,0.43415272029997565,0.0054453540507526065,3.0999100012700356e-08
SmolAgents/025,0,General Assistant,Reasoning Hallucination,Planning Hallucination,0,0.10435358932636624,0.37975539155759275,0.1742075239264459,0.3407397224353007,0.0009437727542943286
SmolAgents/026,4,Science,Retrieval Hallucination,Planning Hallucination,0,0.1264596618442238,0.5916730949611086,0.1943171342961633,0.08743070339913851,0.00011940549936566754
SmolAgents/027,1,World Knowledge,Reasoning Hallucination,Reasoning Hallucination,1,0.052173315862264306,0.2481048976898378,0.38781929310375884,0.22746550947054525,0.08443698387359387
SmolAgents/028,3,Math,Planning Hallucination,Planning Hallucination,1,0.03575207283291816,0.6749410644714462,0.08054305631834552,0.2085356510602696,0.00022815531702061222
SmolAgents/031,1,General Assistant,Retrieval Hallucination,Planning Hallucination,0,0.09100680935194592,0.3793583549264697,0.18055704575501424,0.3443189903854293,0.004758799581140856
SmolAgents/032,1,General Assistant,Reasoning Hallucination,Retrieval Hallucination,0,0.034449597682676254,0.37895640456897395,0.10642831475527602,0.47980664939816786,0.00035903359490593227
SmolAgents/033,2,Math,Planning Hallucination,Reasoning Hallucination,0,0.3926622699142124,0.1360678899099943,0.4265123077538574,0.04474162274421496,1.590967772096379e-05
SmolAgents/034,2,World Knowledge,Retrieval Hallucination,Planning Hallucination,0,0.05264971203049753,0.4512121776693216,0.05709701860838045,0.4387292330066914,0.0003118586851089078
SmolAgents/036,3,Science,Retrieval Hallucination,Planning Hallucination,0,0.2878903446209798,0.3175685658457312,0.29978324379118526,0.09470416348596775,5.3682256136043567e-05
SmolAgents/037,2,World Knowledge,Retrieval Hallucination,Retrieval Hallucination,1,0.24751261132448787,0.18421520119012358,0.24900072735903356,0.31912113059244823,0.00015032953390684104
SmolAgents/039,4,Science,Reasoning Hallucination,Planning Hallucination,0,0.010516714766443471,0.6509914551370508,0.029636432673540308,0.3088487152977293,6.682125236133476e-06
SmolAgents/040,0,Math,Planning Hallucination,Planning Hallucination,1,0.06583094454122508,0.44593211619550915,0.11645571452558431,0.37141779022785976,0.0003634345098215126
SmolAgents/043,3,World Knowledge,Retrieval Hallucination,Planning Hallucination,0,0.1312671404795587,0.3545301374881346,0.28866896380270274,0.20203541214127396,0.023498346088330027
SmolAgents/045,4,World Knowledge,Retrieval Hallucination,Retrieval Hallucination,1,0.05173157717960667,0.22993676383041692,0.21945337560543968,0.49883029335913687,4.799002539981615e-05
SmolAgents/046,4,Math,Reasoning Hallucination,Retrieval Hallucination,0,0.062051662268574705,0.37816119320894126,0.15804679419793252,0.4014441954729827,0.000296154851568978
SmolAgents/047,0,Math,Reasoning Hallucination,Planning Hallucination,0,0.28784630356521546,0.5787695265782269,0.05643949068898856,0.07563958232423951,0.001305096843329583
SmolAgents/048,1,Math,Reasoning Hallucination,Planning Hallucination,0,0.01164656373635809,0.3536257752847077,0.28960389010783144,0.3443904670752881,0.0007333037958147091
SmolAgents/049,0,Math,Planning Hallucination,Retrieval Hallucination,0,0.09595191697297961,0.3790967099801992,0.09027614546307522,0.43432966865272815,0.00034555893101778895
SmolAgents/050,4,Math,Reasoning Hallucination,Planning Hallucination,0,0.07216340217477982,0.2705034608314127,0.16292461477072584,0.25244736658553935,0.24196115563754236
SmolAgents/051,1,Math,Reasoning Hallucination,Retrieval Hallucination,0,0.04437572036225121,0.3383158703664379,0.23423573814822188,0.3434140390648581,0.03965863205823078
SmolAgents/053,1,Science,Retrieval Hallucination,Reasoning Hallucination,0,0.038127515336357984,0.009749451129723188,0.41264246773642815,0.3244005332556773,0.21508003254181338
SmolAgents/054,1,World Knowledge,Planning Hallucination,Planning Hallucination,1,0.14111209610070363,0.5850468641356783,0.16045833121970066,0.11127705381811352,0.0021056547258037823
SmolAgents/055,1,World Knowledge,Planning Hallucination,Retrieval Hallucination,0,0.024035774856405248,0.22238345952143096,0.29185372115725083,0.45703887797348475,0.00468816649142814
SmolAgents/056,3,World Knowledge,Planning Hallucination,Retrieval Hallucination,0,0.08968266950624776,0.31884681305381435,0.16161747257278056,0.4291557483837798,0.0006972964833774355
SmolAgents/058,2,World Knowledge,Planning Hallucination,Planning Hallucination,1,0.05455729960243277,0.680921519919371,0.07310165044225181,0.19141034972463736,9.180311307004386e-06
SmolAgents/059,1,World Knowledge,Retrieval Hallucination,Planning Hallucination,0,0.10844250658907886,0.35774054333068994,0.2075272730845149,0.3252582273080493,0.001031449687666916
SmolAgents/060,1,World Knowledge,Planning Hallucination,Planning Hallucination,1,0.022021151665335352,0.7028007118701437,0.05263002792166033,0.22253707837090353,1.1030171957072824e-05
SmolAgents/061,4,World Knowledge,Planning Hallucination,Retrieval Hallucination,0,0.07761582653413641,0.25145406235838896,0.17824730371893943,0.49090785614865995,0.0017749512398750082
SmolAgents/066,2,World Knowledge,Retrieval Hallucination,Retrieval Hallucination,1,0.02311577342433465,0.014152904327381772,0.11436841272021016,0.8482510874496212,0.0001118220784522956
SmolAgents/068,2,World Knowledge,Retrieval Hallucination,Planning Hallucination,0,0.082183986659865,0.42061924642324455,0.16380381700127836,0.332997648914847,0.00039530100076502913
SmolAgents/072,3,Science,Planning Hallucination,Retrieval Hallucination,0,0.11057581036817969,0.2445385070334371,0.20306233124900505,0.4205317359114612,0.021291615437916807
SmolAgents/076,0,Science,Reasoning Hallucination,Retrieval Hallucination,0,0.11741054185869941,0.07318647897588372,0.09660999862966636,0.700627665424732,0.012165315111018381
SmolAgents/077,2,Science,Planning Hallucination,Reasoning Hallucination,0,0.024995926852456746,0.32696557014227934,0.3501483007129031,0.29716022157036404,0.0007299807219968905
SmolAgents/078,2,Science,Planning Hallucination,Reasoning Hallucination,0,0.29307238622293974,0.09146667096331207,0.6037981373116097,0.009047979955750778,0.002614825546387703
SmolAgents/079,3,Science,Planning Hallucination,Planning Hallucination,1,0.003498408228473225,0.7268897323392425,0.14743435286290424,0.09589008742217242,0.026287419147207607
SmolAgents/080,3,Math,Planning Hallucination,Reasoning Hallucination,0,0.0017761603983335711,0.33959753313314806,0.3443686661215837,0.31424558602645564,1.2054320478989243e-05
SmolAgents/081,3,Math,Planning Hallucination,Reasoning Hallucination,0,0.02948196931700547,0.2616576561426521,0.6332912430751374,0.07556869025551319,4.4120969177957393e-07
SmolAgents/083,0,Math,Planning Hallucination,Planning Hallucination,1,0.03808814541353888,0.6780247624249245,0.18715791472855192,0.0966433947811121,8.578265187268411e-05
SmolAgents/084,2,Math,Planning Hallucination,Planning Hallucination,1,0.07287434618700833,0.4635388958839296,0.20458855486995992,0.25835127966978366,0.0006469233893184006
SmolAgents/085,3,Math,Reasoning Hallucination,Reasoning Hallucination,1,0.02848472445418081,0.29122326107320495,0.42443184610314477,0.252899771733778,0.0029603966356916128
SmolAgents/089,4,Math,Reasoning Hallucination,Planning Hallucination,0,0.12212110283211838,0.41145600327438064,0.10159039352981702,0.3632868002515452,0.001545700112138893
